63,Cute Cottage in Sunny Ballard,"Cozy, old world charm cottage in iconic Ballard with full amenities, sunlight and a yard for picnics.  Great walking score (a block to coffee/grocery) to the heart of Ballard with amazing restaurants shops, farmers market and beach. *Looking for possible trades of landscaping, gardening and carpentry for guest stay. Please message if you are interested in these options.* 1920's one level cottage located in the heart of Ballard.  There are 2 bedrooms, one with a great latex queen bed and the other with a very comfortable futon bed/couch both with fresh soft bedding.  The living room gets great afternoon sun and lots of light. With a new couch (!) I just ask you to keep it clean. The house has wireless and washer/dryer for use.  I love to cook and the kitchen has all amenities including a vita mix blender and dish washer.  The bath has a shower and tub. Washer and dryer are near the bathroom.  House is about 500sqft with a side yard and back patio for bbq's. Street parking is available a",Seattle,"26th Avenue Northwest, Seattle, WA 98107, United States",47.67296864,-122.3973382,4,155283,178495,23212,3.7,,,
64,Two blocks from downtown Ballard,"Private room & bathroom two blocks from grocery stores, independent shops, and some of the best restaurants in the city. Walk to the beach, take the bus downtown, or hop on the bike trail. Perfect for your business or pleasure trip! Your private room includes a full bed, a closet, and private bathroom. The room is on the bottom floor with private patio access.  Upstairs, you may share the living room and kitchen with us. We always have the best french roast coffee going, and there is a great selection of teas available, as well.  We both work in the daytime, and are generally home in the evenings. We will respect your privacy, and happily answer any questions you may have about the city! Our home is located in one of the best neighborhoods in the city. Walk to world- renowned restaurants and independent shops. Walk to the waterfront, Shilshole beach, or the Ballard Locks. Enjoy one of many parks, playgrounds, or the public library. Hop on the bike path, or take the bus to nearby neighb",Seattle,"26th Avenue Northwest, Seattle, WA 98107, United States",47.66862742,-122.3894959,2,62958,86170,23212,3.7,,,
65,"Cozy Private Room, Bath and Patio","Comfy captain's bed in a home, in the heart of beautiful Ballard, WA.  The private room (note:  room is small) and bath, walks out onto a private covered outdoor living space overlooking an intimate and peaceful garden.  My guests sleep well. The room is small, but has all the amenities you need.  My guests mention how comfortable the bed is and how much they appreciate the outdoor patio and my garden.  They also mention they like the privacy and cleanliness of the room and bath.   I do use recycled furniture to promote Eco-friendly practices.   The bed is a large twin, and I can put a fold-out cot in for a 2nd person.  It will be tight with 2 people but if lower cost and location is most desired, it's workable as you can fold up the cot during the day.  I had guests asking for this option so added it to my offer. Key pad front door entry to my home.  You walk down hallway to your private bedroom and bath on ground level, plus covered outdoor patio, TV w/cable,  Internet/WiFi with a sm",Seattle,"Northwest 56th Street, Seattle, WA 98107, United States",47.67011138,-122.3938693,2,44493,67705,23212,3.7,,,
66,Ballard Artist's Studio,"This 1918 Craftsman house is on a quiet residential street.  Beautiful upstairs guest room sleeps two in full/double bed. A second upstairs bedroom with a double futon bed is available for an additional fee. We only book one party at a time. You will not be sharing the space with another party. Please inquire if you need the second bedroom. Kitchen, bath and sitting room are on main floor. Outdoor areas include picnic table, porches and lawn. Free off-street parking for 2 cars.  Broadband WiFi.  Upstairs - 1 or 2 bedrooms. Main floor - Your own modern bathroom, fully equipped kitchen and a sitting room. Outside - Porches, picnic table, lawn and garden. Basement - Limited use of washer/dryer. Free, off street parking for up to two cars. Main floor living/dining area is hostess Patti's art studio. Her work is very quiet and fume free. She works in her studio during most days. You'll have the house to yourself after hours. After checking in, you will likely see Patti only during her dayti",Seattle,"NW 60th St, Seattle, WA 98107, United States",47.6716905,-122.3852391,4,93733,116945,23212,3.7,,,
67,Historic Ballard House,"Built in 1900 in the heart of Ballard, our house is conveniently located within walking distance to some of Seattle's best restaurants and shops, the Hiram Chittenden Locks and year-round farmers' market. Recently renovated, private bath and entry. Private and secure suite in historic house with many amenities for your comfortable stay: in-room coffee; down comforter and pillows; private bath with tub/shower; cable TV and Wi-Fi.  Ballard has a rich and fascinating history, and now it's also one of the best locations in Seattle for dining, shopping and nightlife, as well as great walks to the locks, Discovery Park, and the beach at Golden Gardens. We have great bus service and are right off the Burke Gilman trail for miles of excellent biking or walking. We love Ballard, and will be happy to provide suggestions to make the most of your visit!",Seattle,"Northwest 59th Street, Seattle, WA 98107, United States",47.67083618,-122.3925371,2,130663,153875,23212,3.7,,,
68,Nautical Bedroom in Modern House,"Relax in this room with subtle nautical decor that mirrors the Ballard Locks that are a stones throw away. Full access to the kitchen and living room on the main floor. 1 block away from express  bus to downtown, 3 blocks to Ballard Core. This space has a queen sized bed, a chair, and an en-suite bathroom with a full tub. With two large window, this room gets plenty of light. The house is less than 10 years old with modern touches throughout. This room is on the third story, so requires two sets of stairs to reach. This is one of two rooms being rented in this house. Message me for a $30 discount for booking both. Guests are welcome in the Kitchen, Living Area, main floor balcony, and to use the laundry right outside their room. Free coffee, free laundry detergent, and use kitchen staples (flour, olive oil, spices, etc.) in moderation. The living area is currently sparsely furnished. I'm happy to chat if we're both on the main floor, but I'm generally fairly hands off. The Ballard area",Seattle,"Northwest 56th Street, Seattle, WA 98107, United States",47.67088677,-122.3930293,2,56803,80015,23212,3.7,,,
69,Pull out couch in garage,By Special Request Only,Seattle,"Northwest 56th Street, Seattle, WA 98107, United States",47.67011497,-122.3929944,1,7563,30775,23212,3.7,,,
70,Tiny Ballard House Near Transit,"Our house is tiny at 400 sq ft! Please read the descriptions fully before booking. This is a 400 sq ft studio plus a loft. The space is very nice and open, with plenty of light while still preserving privacy. With full size kitchen and bathroom, it has everything you need. **The house has some rough edges. Not all finish work is complete.** This means that the kitchen is made out of 2x2s with a plywood counter top and the stars are still made with raw lumber. The windows are missing trims and baseboards. However, everything is functional. Also be aware that the house has alternating tread stairs (please see photos). These are also known as lapeyre stairs. Please be sure you can navigate these or okay with not using the loft space. **Please send me a message acknowledging this information when you book.** The washer and dryer are available for use in the garage. If you plan to do so, please let me know ahead of time so I can give you access to the garage. Please do not use anything else",Seattle,"Northwest 61st Street, Seattle, WA 98107, United States",47.67430793,-122.3767423,4,26028,49240,23212,3.7,,,
71,Bunkhouse Topbunk/Airstream Retreat,"Ballard 1 bedroom plus loft and AWESOME lovingly repurposed 25' Airstream trailer.  A queen in the trailer, a king in the loft, queen in the main bedroom, and a queen sofa bed - only bath is off the main floor bedroom. Ballard 1 bedroom plus loft and AWESOME lovingly repurposed 25' Airstream trailer.  A queen in the trailer, a king in the loft, queen in the main bedroom, and a queen sofa bed - only bath is off the main floor bedroom.  This is the second and third floor of a 1901 duplex.   ****Dec 7th, 2015.  There is currently construction on the home nextdoor which can begin as early as 7:30am and go to 4:30pm  Most of the the noisy work is done and this unit is minimally affected by sounds.  I would say if you are planning on booking a stay during the week and are a day sleeper just to be aware of the construction but again it's on the other side of the house and this unit is not very affected by it.   Just 6 blocks from Market street, you'll be a perfect quiet distance from all Mark",Seattle,"Northwest 60th Street, Seattle, WA 98107, United States",47.67125039,-122.3826391,6,160207,183419,23212,3.7,,,
72,Sweet Ballard Apartment for Two,"Located in the Sunset Hill/Ballard Area of Seattle. 1 bedroom, 1.5 bath, kitchen, living area. A clean and comfortable home away from home. Steps from the Ballard Locks, bus lines, bicycle and walking trails. A quiet and most conveniently located apartment. Enjoy a stroll to Golden Gardens. I hope this space will make my guests feel like they (EMAIL HIDDEN)fortable, in a great location and peaceful for an ideal getaway.  The apartment in it's entirety is for their use. I am happy to help with any questions my guests may have. I am available if my guests need anything, but I don't want them to feel like they have to meet with me.  This is their time! All the fun and interesting things there are to do in Ballard are in walking distance, 3 blocks away.  The neighborhood is quiet, yet very close to the action.  There is a bus stop, 1/2 block away.  The buses will take you anywhere you want to go in the city.  Very easy to use. ",Seattle,"Northwest 56th Street, Seattle, WA 98107, United States",47.66869206,-122.3960894,2,130663,153875,23212,3.7,,,
73,Charming Old Ballard Bungalow (2/2),"This is a second room in our lovely home that shares a full bath with the first.  Roomy and light filled, funky decor, the whole downstairs is shared space with fully furnished kitchen.  Near central Ballard, the shops and restaurants are all at hand",Seattle,"Northwest 60th Street, Seattle, WA 98107, United States",47.67180552,-122.3880471,2,44493,67705,23212,3.7,,,
74,Ballard Victorian 900 sq ft apt,"See upper apartment listing for reviews. Located on main floor of circa 1900 house in old Ballard. Complete, fully functional apartment with fully equipped kitchen. Nothing is shared with the main floor apartment except laundry. Close to everything! The apartment is on the main floor of a circa 1900 house in historic old Ballard. It is a complete, fully functional home with a fully equipped kitchen. Nothing is shared with the upper apartment except laundry facilities in the shared entry. Acoustic insulation insures that you will hear little if anything from your upstairs neighbor.  Ballard has everything you could want. Living in this home, it's all at your doorstep! Within 1 block you can enjoy espresso and some of the best bread and French pastries in Seattle. Within a 6 block radius you can enjoy an upscale movie house, a diverse array of restaurants, shops and the fabulous year-round Sunday Farmer's Market offering fresh locally grown produce and products. If your visit is job-rela",Seattle,"Seattle, WA 98107, United States",47.6714184,-122.3853854,4,135587,158799,23212,3.7,,,
75,"One-bedroom Apartment, Ballard","One of twelve units in a charming 1924 building. On top of a great cafe, with parks, library, shops, amazing food, music venues, and bars in a 2-block radius. A perfect place to rest or play. Big windows in the kitchen and living room open onto Market Street in Ballard. Windows in the bathroom and bedroom open to a private garden patio and provide circulation of fresh, cool air. Shared garden patio Coin-op laundry Free wifi Nespresso coffee machine We hope you don't need us, but we're available to help during your stay if you need anything, and happy to provide recommendations for things to do in town and adventures out of the city! Ballard is a vibrant neighborhood loaded with great restaurants & cafes, bars, concert venues, parks, and friendly people. Treat yourself to oysters at The Walrus & the Carpenter or grab a slice of pizza and see a show at The Tractor Tavern. Pack a picnic and stroll to the 100-year-old Ballard Locks or grab coffee and spread out at Golden Gardens Beach. Wal",Seattle,"22nd Avenue Northwest, Seattle, WA 98107, United States",47.66874895,-122.38387,2,99888,123100,23212,3.7,,,
76,Beautiful Ballard condo with view!,"My beautiful 2-bedroom condo is in the heart of Ballard.  Southwest facing with mountain views, this light-filled space is a great place to hang out or to explore from, just 5 blocks to downtown Ballard or an easy bus ride downtown. Check it out! Beautiful condo facing south and west with an open living room/kitchen area and 2 spacious bedrooms (ceiling fans included!).  Main living space has a view of Mt. Rainier and the Olympics and offers front-row seats to amazing sunsets. Comfortable sleeping for four people with an option for an air mattress to add 1 or 2 more people. I live here a majority of the time and so the space comes with a fully equipped kitchen for all your cooking needs, including a coffee-maker and grinder, toaster oven, stove/oven, dishwasher, and all other basic kitchen amenities (minus a microwave). There is a deck as well with a grill for you to use and 2 or 3 chairs to relax in. The whole space is for you to use and enjoy with the exception of my dresser and clos",Seattle,"24th Avenue Northwest, Seattle, WA 98107, United States",47.67268172,-122.3877307,4,161438,184650,23212,3.7,,,
77,Bedroom & private bath in Ballard,"This clean bedroom has a private bathroom, closet, and full-size bed. Conveniently located mere blocks from the grocery store, downtown Ballard, and the Ballard Locks. Street parking.",Seattle,"Northwest 58th Street, Seattle, WA 98107, United States",47.66968185,-122.3909885,1,38338,61550,23212,3.7,,,
78,Pretty Condo in Downtown Ballard,"Stay just blocks from all that Ballard has to offer - restaurants, movies, bars, live music, historical district, and the Locks!  So much to see and do right in the neighborhood. Ballard is a popular residential neighborhood about 6 miles from downtown Seattle.  There's plenty to do within just a few blocks, including great pubs, coffeehouses, restaurants, and some of the best live music venues in the city. The 1-bedroom, 1.5 bath apartment is a secure condo in a 4-story building with an elevator.  It's sunny, bright, with wood floors (carpet in the bedroom) and modern appliances, and has a lovely balcony. There's plenty of street parking if you're renting a car, but is also close to public transit and bike trails - lots of options here!  Let me know what you're interested in experiencing in Seattle and I'm happy to point you in the right direction. :) Wifi, in-unit laundry, balcony. I'm usually out of town when my place is available, but a friend will hand off the keys and be the Airb",Seattle,"Northwest 57th Street, Seattle, WA 98107, United States",47.66797917,-122.3821054,2,161438,184650,23212,3.7,,,
79,Loft bedroom & art studio,"Funky and artsy upstairs of conveniently located Old Ballard bungalow.  Bedroom + bright 20 by 20 art studio.  One wall of the studio serves as a movie screen which is projected onto and is complete w Netflix.  Short distance to nightlife and cafes! The arts studio has a computer, a bluetooth printer, TV and a projector connected to Netflix.   The bathroom has a bathtub but not a shower stall. You have the whole upstairs to yourself.  Downstairs is a common area and kitchen shared with our two hospitable roomates, Chris and Freeman We hope to be able to greet you unless you arrive while we are gone, in which case we will try to arrange for Chris or Freeman to greet you. #40 bus to downtown has a stop less than a block away.  Walking distance to central Ballard.  Street parking.",Seattle,"Northwest 60th Street, Seattle, WA 98107, United States",47.67324985,-122.3873317,4,106043,129255,23212,3.7,,,
80,Chic 3 bed 4 bath Ballard townhome,"Beautiful end-unit townhome with lots of daylight near Ballard Locks. Custom paint colors, high ceilings, finished hardwood floors, granite/stone countertops and sound proof glass. No street noise. Quiet neighborhood. Paved enclosed patio with herb garden and outdoor lounge seating. One dedicated garage parking spot available and ample street parking. Large windows and vaulted ceilings in both upstairs bedrooms offer a light and bright feeling. A bedroom on lower level with access to patio yard, ideal for a home office.  Cherry blossoms (Sakura) in the spring, everything is safe and within walking distance, lots of great bars and restaurants, close to the zoo. Walkscore: 87 (walkers paradise!) Bikescore: 71 MORE PHOTOS: (website hidden) LAYOUT DETAILS: - Top floor (2 bedrooms, 2 full bathrooms, washer, dryer) - Middle floor (kitchen, dining, living room with small balcony, bathroom) - Bottom floor (1 bedroom, bathroom, patio access, 1-car parking garage) FEATURES: Total Bedrooms: 3 ful",Seattle,"NW 63rd St, Seattle, WA 98107, United States",47.67553327,-122.376324,7,245146,268358,23212,3.7,,,
81,"Private, clean, spacious Townhome","Enjoy complete privacy in our townhome blocks from downtown ballard! Newly landscaped yard, fence, new paint, new carpet, and new countertops! Luxurious walk in European shower for two. Easy access to major bus  lines anywhere in Seattle!  Welcome to our home, conveniently located just blocks from downtown Ballard! You will have the *entire* house to yourself! The main level features a spacious open floor plan featuring beautiful bamboo floors.  The living room has comfortable couch, coffee table and widescreen TV for socializing and movie-watching. The adjoining dinning area has a table with seating for four. The beautiful widescreen HD TV has Roku, which features Netflix along with other video-watching applications. The kitchen features new granite countertops, new stainless steel appliances, and a bar to easily entertain! The second floor has two bedrooms; one master, one guest, both with queen sized beds and plenty of closet space! It also includes a newly renovated wall to ceiling",Seattle,"24th Avenue Northwest, Seattle, WA 98117, United States",47.67570811,-122.3875594,5,75268,98480,23212,3.7,,,
82,Victorian Charm in Heart of Ballard,"880 air conditioned sq ft in upper level (stairs) of a 1912 home includes living room, dining room, large kitchen, bedroom, and a private, fenced yard. Blocks to downtown Ballard, Shilshole Bay and a short ride to Amazon, S Lk Union, Seattle and UW. This cozy apartment resides in a 1912 historical home. You will be on the top level of a three story house with views of west Queen Anne and east Magnolia. We are 7 blocks from Market Avenue's hip boutiques, great restaurants, nature spaces such as Shilshole Bay, the Henry Chittenden Locks gardens with free summer concerts and popular fish ladder, and great biking that Ballard has to offer. Close enough to feel a part of things yet far enough away for peace and quiet. Your apartment is completely separate from the rest of the house so you will have all the privacy that you need. You may hear footfalls as we move through our lives and we may hear yours  ;-)  Subtle enough to know you are not totally alone yet private enough that normal voice",Seattle,"Northwest 62nd Street, Seattle, WA 98107, United States",47.67477103,-122.3858305,2,131894,155106,23212,3.7,,,
83,Modern Ballard Apt 4 Tech Travlers,"Tall ceilings, big kitchen, roomy bathroom. Gigabit Internet Access.  Height adjustable work desk with monitors. Close to bus lines. Perfect for tech travelers.  Brand new Sterns and Foster Estate Queen mattress. Premium air mattress for extra guests",Seattle,"Northwest Market Street, Seattle, WA 98107, United States",47.66987432,-122.3877174,4,118353,141565,23212,3.7,,,
84,Modern family home in Old Ballard,"Modern and bright, a fifth floor 2 bedroom perfect for a small family or a couple friends. Efficient & comfortable with tight lines & good design. Enjoy a view of Ballard's parks, boats, shops & bars, steps away & waiting to be explored. Walkscore 97. This well-designed two bedroom has light streaming in from enormous windows on two sides, East and South. With views of ship canal, Ballard Commons Park, the Public Library and all of Old Ballard, it's easy to plot your adventures just by looking out the window.  The apartment has an open floor plan to allow easy interaction between the kitchen and the main living space.  The set up of the apartment is simple, uncluttered, and very functional. The living/dining room has a futon with organic mattress from Soaring Heart Natural Mattress Company here in Seattle.  The master bedroom with attached bathroom and shower has an all natural organic king-sized bed from Soaring Heart. And bins are set up for unpacking of clothes. The second bedroom c",Seattle,"Northwest 58th Street, Seattle, WA 98107, United States",47.67097576,-122.3878253,4,253763,276975,23212,3.7,,,
85,Cottage in the Heart of Ballard,"A  cozy cottage behind a lovely Victorian house. It has a 3/4 bath (shower). The cottage has a brick patio and a large trellis covered with roses and grape vines set in an English Garden. Also see our fab new space: https://www.airbnb.com/rooms/20928 A cozy cottage behind a lovely Victorian house with separate access and a 3/4 (meaning shower but no bathtub) bathroom. The cottage has a brick patio and a large trellis on the south side covered with roses, grape vines, and wisteria and is surrounded by an English Garden. The pictures posted should give you the right idea.  (NEW LISTING: We also have a new rental space in the main house coming online this May with aggressive pricing for the first few weeks - a real bargain - see:  https://www.airbnb.com/rooms/20928 ) The cottage: there is a microwave, a small fridge, and an electric kettle for making coffee or tea. It offers considerable privacy if that is desired. The bed is queen-sized. Extra high-speed WiFi is also provided along with ",Seattle,"NW 60th St, Seattle, WA 98107, United States",47.67333939,-122.3951203,2,86347,109559,23212,3.7,,,
86,Ballard Townhome - Pet Friendly!,"This popular Northwest neighborhood has much to offer from the historic Old Ballard Avenue to trendy shops and restaurants along Market Street.  This home features central A/C and spacious layout! Great location- Walk Score 95!  The Northwesterner is a gorgeous three bedroom, two and a half bath townhome with central heat and A/C, surrounded by NW beauty, including a large Deodar Cedar tree in the hardscaped backyard.  This comfortable home offers two king size beds, two twin beds and a queen size luxury sofa sleeper to accommodate a large group.  Professionally decorated and completely furnished, you will find the luxurious decor contemporary and comfortable enabling you to fully enjoy the home and it's surroundings. There is a balcony off the dining area and the first floor master suite opens  onto a patio so you can soak up the goodness the NW has to offer.   Three flat screen televisions with expanded cable, a blue-ray DVD player, local telephone service and wireless internet acces",Seattle,"20th Ave NW and NW 59th St, Seattle, WA 98107, United States",47.67100489,-122.3813814,8,253763,276975,23212,3.7,,,
87,Ballard Cottage with Loft,"Brand new 350 sq ft cottage with a lofted sleeping area. Very private, in an ideal location walking distance to central Ballard. Furnished and includes piano, shared yard, and garden area. No laundry on site. Bike available for use.",Seattle,"Northwest 61st Street, Seattle, WA 98107, United States",47.67170353,-122.3763381,1,38338,61550,23212,3.7,,,
88,Plum Apartment,"We welcome you to this modern home in the heart of Ballard.  It is light filled, spacious and cozy with in-floor heating. It is located close to countless bars, restaurants and shops as well as express buses to downtown Seattle. If you need more space, please see our other listings,  Plum House and Plum Modern. You can reach our profile page by clicking our picture twice. You'll find a well appointed kitchen, dining room and a comfortable living room with a pull out couch and large TV. The polished concrete floors will be warm underfoot in winter and cool in summer.  The house was sustainably built, finished in 2014, with a focus on indoor-air-quality and energy efficiency, the benefit to you is pure coziness.   With key code access to the separate entrance, you will have a spacious and bright kitchen, 1 full bathroom, a bedroom with a memory foam bed and a comfortable new pull out couch. If you need, we will happily welcome you to the apartment and give you pointers about sights to se",Seattle,"Northwest 61st Street, Seattle, WA 98107, United States",47.67175997,-122.3900201,4,141742,164954,23212,3.7,,,
89,Spacious Ballard Apt: Walk to All!,"Spacious apt includes galley kitchen w/ adjacent dining area, large living room with TV and office area, bathroom with tub, & roomy bedroom with wicked comfy queen bed!  Less than 10 minutes walk to tons of restaurants, shops, bars, music galore! Fully functional kitchen with all the pots/pans/utensils you would need to cook, though with all the nearby food and restaurants, see if you want to! I travel for work quite a bit and decided putting my place online would be a good fit, so it has all the comforts of home you would want. There is a shared laundry room, which I can leave a key for (if you let me know ahead of time you need it!) While I won't be able to physically interact with you, I'm always available via phone for questions/concerns. There are so many good places for food, music and enjoying the beauty of the Pacific NW.   All within 2.5 miles or less of your front door: Golden Gardens Beach (with fire pits and gorgeous views of the Olympic Mt Range) Ray's Boathouse - seafood ",Seattle,"24th Avenue Northwest, Seattle, WA 98107, United States",47.67481867,-122.3875212,2,69113,92325,23212,3.7,,,
90,Pvt. Entrance Bedroom&Bath-Ballard,"A perfect, private guest suite in a brand new home located in heart of Ballard. Blocks away from Ballard downtown with many of Seattle's best dining options. Room includes a comfy bed, TV with cable & a private bathroom. Come stay with us in Seattle! Looking for that awesome Seattle experience, want to be within blocks of everything but still get a great night sleep. While we don't have a full place for rent, you do have your own private suite with a bed and bath within blocks of downtown Ballard. Ideal room for a couple with pillow top queen bed, cable TV, full bathroom for private guest use, and easy access to downtown Ballard. We also have water, snacks and coffee for our guests in the room upon arrival. We provide towels, shampoo, body wash and hair dryer for guest use. Wifi is also free, password and network are provided upon check-in. We look forward to provide you a comfortable stay, for any special needs and requests please reach out to us in advance and we will make sure your ",Seattle,"Northwest 62nd Street, Seattle, WA 98107, United States",47.67300401,-122.3850048,2,56803,80015,23212,3.7,,,
91,Ballard Townhouse Near The Locks,"Newly renovated and furnished townhouse in the center of Ballard, with walk score of 91!  This townhouse has 3 bedrooms, 2.5 bathrooms, one car garage and a small front yard with a great patio for outdoor dining. This 3-story townhouse is newly renovated and furnished.  Here is a summary of the layout: Ground Floor: - one car garage - bedroom with full size bed - access to patio Second Floor: - full kitchen - 1/2 bathroom - dining area - entertainment area with 48' smart TV with DirecTV Third Floor: - bedroom with queen size bed + full bathroom - bedroom with 2 twin size bed + full bathroom - laundry Towels and linens are provided.  We also provide one high chair and two baby gates if you are traveling with a young kid. Guests have access to the entire house. Guest can contact me via phone, text and email. This townhouse is located in a very convenient location, only minutes of walking to The Locks and downtown Ballard.  Golden Garden Park, Fremont, Green Lake, Woodland Park Zoo are on",Seattle,"28th Avenue Northwest, Seattle, WA 98107, United States",47.67039453,-122.393897,6,438413,461625,23212,3.7,,,
92,"Ballard, Seattle Cozy Studio Apt.","    Nice, clean, cozy home apt-studio in the heart of Ballard. Best neighborhood of Seattle with parking!! Walk to cafes, bakeries, grocery stores, restaurants, beach, rock climbing, bike trails. Bus stop routes 18,40 (at the corner) to dwtn Seattle.       This beautiful home apartment studio is located in our safe, and quiet neighborhood of Ballard near the intersection of NW 64th St and 24th Ave NW. There is a  bus stop at this corner with routes 18 and 40 that will take you to downtown Ballard in 5 minutes and downtown Seattle in about 20 minutes.   Our place is very popular with couples but a third person can also stay and sleep comfortably in the sofa bed.    There is a king size bed with a very comfortable (Simmons Beautyrest) mattress that pasts guest love. We are within walking distance (0.5 mile) of NW Market St and the Ballard downtown core . Included in the rental are the amenities commonly found in a hotel like, hair dryer, coffee maker,  iron, ironing board and toiletry.  ",Seattle,"Northwest 64th Street, Seattle, WA 98107, United States",47.67582152,-122.3897101,3,96195,119407,23212,3.7,,,
93,Renovated 2 bedroom in old Ballard,"Located on 2nd & 3rd floors of a circa 1900 house in historic old Ballard. It is a complete, fully functional apartment with a fully equipped kitchen. Nothing is shared with the main floor apartment except laundry. Close to everything! No car needed. This delightful retreat is located on the second and third floors of a circa 1900 house in historic old Ballard. It is a complete, fully functional apartment with a fully equipped kitchen. Nothing is shared with the main floor unit except laundry facilities in the shared entry. Acoustic insulation insures that you will hear little if anything from your downstairs neighbor.  This apartment was completely renovated in 2013 in keeping with the home's original character. We did it with the intent of moving in when we retire, so the work is top notch and very tasteful. Oak floors extend through the entry, living room, kitchen, stairs to third floor and both bedrooms. In addition to the Queen and 2 twin beds, there is a portable bed in the livin",Seattle,"Northwest 60th Street, Seattle, WA 98107, United States",47.67227237,-122.3841322,5,135587,158799,23212,3.7,,,
94,Large Home in Historical Ballard,Large bright home with lots of space for families.  100% vacation rental so no working around homeowner belongings.  Professionally cleaned and has lots of amenities. Full kitchen with plenty of dishes so you can cook a big meal and relax at home. Large 3 story home with lots of space.  Master bedroom on top floor with a queen bed and private half bath. two bedrooms on main floor one with queen bed and the other with two twins that make into a king. the basement had a bonus room with a futon.  There are two TV one in the living room and one in the bonus room.  Everything is new and equipped as a rental so there are no homeowners belongings.  The cost of cleaning is higher because of the size of the house and the amount of time the professional cleaning company takes to reset the house for the next guests. Entire house Only via e-mail and phone Ballard is in a building boom with lots of new construction.  Our Ballard rental home is almost 100 years old and has lots of unique features yo,Seattle,"Northwest 63rd Street, Seattle, WA 98107, United States",47.67575024,-122.3765799,6,219295,242507,23212,3.7,,,
95,Ballard Garden Apartment,"Our comfortable one-bedroom apartment is a short walk from the boutiques and restaurants that have made Ballard a destination neighborhood. The fully equipped kitchen is the perfect spot to enjoy your finds from the Sunday Farmers Market. We created our spacious, airy apartment when we renovated our 1903 house. With double-paned windows and in-floor radiant heating, it's toasty for cooler weather. We love to cook--and can't imagine that our guests don't--so the kitchen is well-outfitted with a full-sized stove and oven plus a microwave and dishwasher. The bedroom has a comfortable queen-sized bed and the bathroom has a tub-shower combo. There is also a compact hair dryer for your use. We live upstairs and are happy to provide advice on what to see and do, and where to eat. Just ask! Ballard is a lively urban neighborhood with small businesses and restaurants. Though there are many new boutiques and cafes, it still has some of the old Scandinavian feel. Great for walking! The weekly Far",Seattle,"Northwest 61st Street, Seattle, WA 98107, United States",47.67260212,-122.3884415,2,124508,147720,23212,3.7,,,
96,Entire artist's  apt in hip hood,"In vibrant Ballard neighborhood, this charming 1 bedroom apartment (with fold-out sofa) is in historic landmark 1893 building.    Ideal walking to nightlife, many nearby restaurants and shops. Back balcony has garden view.  Easy access to bus lines. In a historically designated, 1893 landmark building, this 1 bedroom apartment has a fold out couch in the living room and sleeps 4.  1 bath.  overlooking a garden from the back balcony, with high ceilings, brick walls, arched windows, and wood floor it's a perfect oasis in the heart of Seattle's Soho-trendy Ballard neighbor hood. Besides their beautiful apartment, the guests have access to the basement washer and dryer I plan on minimal interaction with guests,  probably only for key transferal. Yes I live in the building, downstairs  On a tree lined, brick street filled with restaurants, shops, and galleries in the heart of Ballard, this spot is 1  block from the Lake Union Ship Canal, 7 blocks from the free Ballard Boat Locks and Fish La",Seattle,"20th Avenue Northwest, Seattle, WA 98107, United States",47.66676678,-122.3812427,4,222988,246200,23212,3.7,,,
97,Spacious condo with gorgeous views,"2 bedroom & 2 bathroom comfortable and private condo in the heart of Ballard. Enjoy mountain views and a glass of wine on the balcony or walk to popular restaurants. Safe neighborhood, right on the bus routes, walking distance to sightseeing areas. Entire two bedroom and two bathroom apartment. Lots of natural light with amazing views of the city and mountains. Guests can enjoy the amenities in the kitchen, living room and laundry room. I rent the entire apartment when I'm out of town and rent one bedroom when I'm home. Guests can check in at 2 pm. and check out at noon. Upon arrival, you will be given a key for building and apartment access. I work late hours and some weekends so I am not around most of the time.  I would appreciate a clean and considerate person for shared areas. Please put your dishes in the dishwasher before leaving. If a glass or something else breaks, which happens it's life, just let me know and we can figure it out. I'm happy to share stories and suggest places",Seattle,"Northwest 65th Street, Seattle, WA 98117, United States",47.67550084,-122.3889063,5,142973,166185,23212,3.7,,,
98,Large bright room & TV in Seattle,"A spacious room just a short walk from all that Ballard has to offer. Relax in the garden or watch a movie on your own TV. Want to explore the town? No problem! A bus stop is just a few paces away that will take you straight into downtown Seattle.  A comfy double futon in a light, bright basement room. You have your own TV, set up with Netflix, HBOgo and Hulu to while away the hours before exploring the many fabulous bars and restaurants a short walk away in Ballard.  If you wish to unpack, there is a chest of drawers for your use and space to hang your cocktail gowns and tuxedo in the laundry room next door. A small fee applies for using the washer or dryer. Please note that there are steps leading up to our front door and stairs down to the room itself. If it's sunny, there is an entrance to the garden from your room and you are welcome to use the grill and loungers. Upstairs is our living room which we are happy to share, however your room has it's own sitting area if you would pref",Seattle,"Northwest 64th Street, Seattle, WA 98107, United States",47.67575764,-122.3787983,2,62958,86170,23212,3.7,,,
